id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
26641456,11272142,Kerstin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5121994018555,13.4497356414795,Entire home/apt,43,10,0,2,0
8503975,35700774,Konstantin,Neukölln,Schillerpromenade,52.4653968811035,13.4272079467773,Private room,43,25,3,19,177
9525647,48581325,Leonie V.,Tempelhof - Schöneberg,Friedenau,52.4695587158203,13.3430013656616,Entire home/apt,43,90,1,1,251
16788001,7677441,Ling,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5121726989746,13.4690761566162,Entire home/apt,43,2,3,1,0
26834264,198868175,Lizanne,Mitte,Osloer Straße,52.5577201843262,13.3891019821167,Private room,43,4,1,1,23
23389876,107984305,Louisa,Mitte,Alexanderplatz,52.5127143859863,13.4176740646362,Entire home/apt,43,15,1,1,128
18576343,113251886,Lu,Charlottenburg-Wilm.,Kantstraße,52.5111274719238,13.3099651336670,Private room,43,1,0,1,0
16406507,6184616,Lukas,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5025901794434,13.4335374832153,Entire home/apt,43,2,0,1,0
3824076,13648647,Luke,Neukölln,Reuterstraße,52.4850730895996,13.4364891052246,Private room,43,2,60,2,81
11704602,29618220,Magali,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5034446716309,13.4339399337769,Entire home/apt,43,8,9,1,0
12925435,15392096,Magdalena,Pankow,Prenzlauer Berg Süd,52.5350532531738,13.4294176101685,Entire home/apt,43,183,4,1,128
12663936,68802793,Maik,Tempelhof - Schöneberg,Schöneberg-Nord,52.4967193603516,13.3469314575195,Private room,43,3,29,4,327
23762997,48462928,Mamuteane,Pankow,Prenzlauer Berg Süd,52.5328063964844,13.4257926940918,Entire home/apt,43,30,8,1,279
7334380,13803673,Marc,Neukölln,Britz,52.4615631103516,13.4332542419434,Entire home/apt,43,7,3,1,0
14623501,60630005,Marc,Tempelhof - Schöneberg,Tempelhof,52.4552459716797,13.3872547149658,Entire home/apt,43,1,27,1,0
3519710,17722641,Maria,Pankow,Pankow Süd,52.5540122985840,13.4289808273315,Entire home/apt,43,4,2,1,0
13207350,70009491,Martin,Neukölln,Reuterstraße,52.4940681457520,13.4241228103638,Private room,43,4,12,1,0
28612338,70202551,Mehmet,Mitte,Brunnenstr. Süd,52.5373916625977,13.3965091705322,Private room,43,3,1,1,4
20294797,144775134,Melissa,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5151481628418,13.4357404708862,Private room,43,2,27,1,70
978997,5358886,Merlin,Reinickendorf,West 3,52.5988655090332,13.2954444885254,Entire home/apt,43,3,60,1,309
19774331,25000630,Mia,Neukölln,Rixdorf,52.4829406738281,13.4488191604614,Entire home/apt,43,5,4,2,0
20716366,148327306,Michael,Mitte,Moabit West,52.5295677185059,13.3390092849731,Private room,43,1,2,1,0
8534059,11844012,Mira,Neukölln,Neuköllner Mitte/Zentrum,52.4712867736816,13.4375591278076,Entire home/apt,43,6,5,1,0
15997358,7161235,Miranda,Neukölln,Neuköllner Mitte/Zentrum,52.4818382263184,13.4325542449951,Private room,43,3,10,1,55
9206174,13371930,Mirko,Pankow,Prenzlauer Berg Nordwest,52.5528640747070,13.4112825393677,Entire home/apt,43,90,3,1,0
13507165,3572781,Mona,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5078468322754,13.4722805023193,Entire home/apt,43,365,2,1,115
1855771,8568352,Mónica,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.4949188232422,13.4702529907227,Entire home/apt,43,360,0,1,365
13736112,56577614,Nadine,Pankow,Helmholtzplatz,52.5422973632812,13.4207839965820,Private room,43,7,0,1,0
2560244,9601373,Natalie&Jordi,Pankow,Helmholtzplatz,52.5477523803711,13.4149646759033,Entire home/apt,43,70,15,1,104
14318277,8279206,Natasha,Neukölln,Rixdorf,52.4779090881348,13.4487476348877,Entire home/apt,43,5,3,1,152
2380897,12163467,Nenad,Charlottenburg-Wilm.,Schloß Charlottenburg,52.5157546997070,13.2913646697998,Entire home/apt,43,95,43,1,276
11593709,61331613,Nikola,Mitte,Wedding Zentrum,52.5494995117188,13.3576412200928,Entire home/apt,43,1,28,1,0
12335490,333755,Paul,Neukölln,Schillerpromenade,52.4748191833496,13.4223613739014,Private room,43,2,197,1,312
3444537,5828266,Paula,Lichtenberg,Alt-Lichtenberg,52.5164451599121,13.4802780151367,Private room,43,1,0,1,0
25832049,16585852,Paula,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5041198730469,13.4666118621826,Private room,43,1,20,1,48
13742468,80459351,Prenzlauer,Pankow,Helmholtzplatz,52.5392723083496,13.4236850738525,Entire home/apt,43,2,87,1,322
652366,286494,Project A,Pankow,Prenzlauer Berg Südwest,52.5305671691895,13.4163341522217,Private room,43,1,459,3,271
24032879,134719234,Rayhan,Pankow,Prenzlauer Berg Süd,52.5268096923828,13.4195938110352,Private room,43,2,18,1,351
14443112,13802829,Ree,Neukölln,Reuterstraße,52.4836311340332,13.4312810897827,Private room,43,5,0,2,0
22698174,36722593,Richard,Neukölln,Schillerpromenade,52.4661483764648,13.4251432418823,Private room,43,2,48,1,51
15547541,22675898,Rolf-Dieter,Lichtenberg,Karlshorst,52.4822959899902,13.5136365890503,Entire home/apt,43,60,0,5,293
16747869,3048409,Sabrina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5079383850098,13.4616966247559,Entire home/apt,43,7,3,1,0
22382299,67746610,Sami,Pankow,Prenzlauer Berg Nord,52.5502777099609,13.4240236282349,Private room,43,2,0,2,0
16363711,107159538,Sanja,Pankow,Prenzlauer Berg Nordwest,52.5529251098633,13.4018430709839,Entire home/apt,43,2,1,1,0
7372905,3744054,Sasa,Tempelhof - Schöneberg,Friedenau,52.4774475097656,13.3430585861206,Entire home/apt,43,1,1,1,0
13575727,74805340,Sebastian,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4932823181152,13.4338855743408,Private room,43,3,38,1,12
21004536,59863274,Silan,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5170021057129,13.4584789276123,Private room,43,2,0,1,6
28733538,20391482,Sophie,Neukölln,Reuterstraße,52.4861640930176,13.4283361434937,Private room,43,3,1,1,6
13152063,24688981,Steffi,Pankow,Prenzlauer Berg Süd,52.5301399230957,13.4294385910034,Entire home/apt,43,5,1,1,0
20898844,1587756,Susan,Mitte,Brunnenstr. Süd,52.5328559875488,13.4043407440186,Entire home/apt,43,2,2,1,0
937705,1345035,Sylvia,Tempelhof - Schöneberg,Lichtenrade,52.3922119140625,13.4080133438110,Private room,43,60,5,2,221
21669045,155105708,Sören,Tempelhof - Schöneberg,Schöneberg-Süd,52.4837455749512,13.3596553802490,Entire home/apt,43,1,54,11,344
4626336,23961497,Theresa,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4943504333496,13.4301662445068,Private room,43,14,0,1,0
4647473,21959552,Thomas,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4892692565918,13.3350982666016,Private room,43,2,8,1,341
21815268,158749897,Tim,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5188255310059,13.4288902282715,Private room,43,3,4,1,23
18642062,16167807,Tommaso Edoardo,Neukölln,Reuterstraße,52.4878578186035,13.4258985519409,Private room,43,2,2,1,0
19305514,47779600,Urs Und Ila,Pankow,Weißensee,52.5477638244629,13.4496173858643,Entire home/apt,43,63,6,13,263
237670,920085,Ursula,Neukölln,Buckow Nord,52.4414176940918,13.4607534408569,Entire home/apt,43,2,5,2,277
320028,1625792,Ursula,Tempelhof - Schöneberg,Friedenau,52.4703369140625,13.3367710113525,Private room,43,2,47,1,339
3056450,5951936,Ute,Tempelhof - Schöneberg,Schöneberg-Nord,52.4992599487305,13.3495931625366,Private room,43,2,53,1,327
18893546,131658946,Valentine,Neukölln,Reuterstraße,52.4946441650391,13.4240856170654,Private room,43,1,0,1,0
9287690,48227239,Varvara,Pankow,Pankow Zentrum,52.5739822387695,13.4229269027710,Entire home/apt,43,6,0,1,0
4929901,25395752,Vatti,Neukölln,Neuköllner Mitte/Zentrum,52.4719581604004,13.4408330917358,Entire home/apt,43,1,0,1,0
2247527,11478776,Verena,Tempelhof - Schöneberg,Schöneberg-Süd,52.4860191345215,13.3522720336914,Entire home/apt,43,5,10,1,0
1477756,5692471,Vio,Pankow,Prenzlauer Berg Südwest,52.5375251770020,13.4210414886475,Private room,43,2,145,1,37
13559209,31232943,Viviana,Treptow - Köpenick,Adlershof,52.4407806396484,13.5522184371948,Private room,43,1,16,1,326
7798240,9557481,Zuzanna,Neukölln,Schillerpromenade,52.4770050048828,13.4225616455078,Entire home/apt,43,3,3,1,0
5243335,27119624,Alexey,Charlottenburg-Wilm.,Düsseldorfer Straße,52.4951438903809,13.3134412765503,Entire home/apt,44,8,9,1,0
7433938,38940571,Alice,Mitte,Moabit West,52.5214157104492,13.3384504318237,Private room,44,1,4,1,322
22269020,162733959,Andreja,Charlottenburg-Wilm.,Kantstraße,52.5082244873047,13.3085155487061,Entire home/apt,44,1,12,1,4
22054480,161083629,Anja,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5191078186035,13.4686288833618,Entire home/apt,44,5,1,1,0
3648134,18438375,Anna,Lichtenberg,Neu Lichtenberg,52.5052108764648,13.4792413711548,Entire home/apt,44,5,124,1,273
19855210,21617192,Anna,Mitte,Brunnenstr. Süd,52.5348777770996,13.3958454132080,Private room,44,7,32,2,171
27429990,202402388,Anna,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4971656799316,13.3849048614502,Private room,44,3,0,2,16
13607403,38882206,Apple,Mitte,Tiergarten Süd,52.5106315612793,13.3711957931519,Private room,44,4,2,1,0
8546082,31190604,Arthur,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4965667724609,13.4212865829468,Private room,44,2,48,2,267
29453597,49980060,Asier,Pankow,Prenzlauer Berg Nord,52.5451393127441,13.4313993453979,Private room,44,2,1,1,76
21216374,15010313,Beate,Pankow,Prenzlauer Berg Nordwest,52.5510177612305,13.4081268310547,Private room,44,3,25,1,155
18553253,15506870,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4944763183594,13.4255084991455,Entire home/apt,44,63,0,6,310
26178507,10583203,Bruno,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5036506652832,13.3751583099365,Entire home/apt,44,6,5,1,17
20133375,91888620,Carlos,Pankow,Prenzlauer Berg Nordwest,52.5456161499023,13.4120388031006,Entire home/apt,44,3,2,1,0
885121,4689559,Carrie,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5194282531738,13.4457302093506,Private room,44,2,42,1,356
24550916,34881981,Caspar,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4912605285645,13.3954429626465,Private room,44,1,9,1,35
24294582,183268840,Chandra,Charlottenburg-Wilm.,Neue Kantstraße,52.5071678161621,13.2949848175049,Private room,44,3,1,1,0
64245,312373,Christian,Pankow,Prenzlauer Berg Nordwest,52.5464973449707,13.4063291549683,Private room,44,3,45,2,123
681132,3468407,Claudia,Mitte,Moabit Ost,52.5305557250977,13.3521995544434,Entire home/apt,44,4,50,2,234
18167874,10579507,Claudius,Neukölln,Schillerpromenade,52.4757308959961,13.4251508712769,Entire home/apt,44,3,3,1,0
7815882,41117572,Coco,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5061111450195,13.4695262908936,Entire home/apt,44,1,2,1,0
871854,2837298,Daniel,Mitte,Moabit Ost,52.5196037292480,13.3574199676514,Private room,44,100,6,2,9
20522634,143161292,Daniel,Neukölln,Reuterstraße,52.4844512939453,13.4393434524536,Entire home/apt,44,3,3,1,0
27420875,4393177,Daniela,Pankow,Prenzlauer Berg Süd,52.5337905883789,13.4226074218750,Private room,44,5,0,1,0
25528972,47467330,Elena,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5021705627441,13.4405412673950,Private room,44,1,4,2,0
9732164,21106941,Eric,Treptow - Köpenick,Alt  Treptow,52.4930801391602,13.4469985961914,Private room,44,5,0,1,0
12541197,16934464,Erik,Neukölln,Rixdorf,52.4753303527832,13.4479951858521,Private room,44,2,27,2,89
16008979,60496890,Ferid,Neukölln,Reuterstraße,52.4856948852539,13.4273881912231,Entire home/apt,44,4,1,1,19
13565340,78195405,Florian,Neukölln,Reuterstraße,52.4868431091309,13.4272327423096,Private room,44,4,12,1,0
17401091,30204274,Freia,Pankow,Prenzlauer Berg Nord,52.5511398315430,13.4253683090210,Private room,44,1,20,1,0
22112131,161264668,Gabi,Tempelhof - Schöneberg,Schöneberg-Nord,52.5013732910156,13.3540182113647,Entire home/apt,44,30,25,6,354
11004682,56496920,Gerlinde,Tempelhof - Schöneberg,Schöneberg-Nord,52.4963188171387,13.3405885696411,Private room,44,2,71,1,102
10103806,36294461,Gonzalo,Neukölln,Rixdorf,52.4805412292480,13.4358358383179,Entire home/apt,44,1,0,1,0
493072,1903768,Gregor,Mitte,Alexanderplatz,52.5291709899902,13.4028940200806,Private room,44,3,168,1,341
464324,2266593,Gudrun,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4879417419434,13.3750419616699,Private room,44,3,27,1,18
321308,1354122,Heike & Heinrich,Tempelhof - Schöneberg,Friedenau,52.4623718261719,13.3441820144653,Entire home/apt,44,2,46,3,227
13561245,78138033,Henriette,Mitte,Moabit Ost,52.5332145690918,13.3482637405396,Private room,44,4,7,1,0
19520175,137087606,Ina & Cora,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.4978027343750,13.4205980300903,Private room,44,2,18,1,0
21470337,9404220,Isabelle,Neukölln,Neuköllner Mitte/Zentrum,52.4814796447754,13.4288339614868,Private room,44,2,22,1,315
1619040,8598285,Jakob,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5103950500488,13.4497756958008,Private room,44,3,47,2,323
20240913,144236700,Jean,Mitte,Brunnenstr. Süd,52.5360565185547,13.3960933685303,Entire home/apt,44,1,3,1,0
12240781,21830598,Jenn,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4938964843750,13.4344663619995,Private room,44,3,19,2,0
17798444,12898066,Jennifer,Mitte,Alexanderplatz,52.5235671997070,13.3840284347534,Private room,44,1,3,1,0
29126664,15925567,Joanna,Neukölln,Rixdorf,52.4796905517578,13.4439754486084,Private room,44,1,0,6,346
2510929,9072370,Josh,Neukölln,Reuterstraße,52.4910926818848,13.4252614974976,Entire home/apt,44,1,10,2,0
20800588,17518912,Juan Pablo,Neukölln,Rixdorf,52.4783706665039,13.4491682052612,Entire home/apt,44,4,3,3,0
27995399,137534455,Julia,Neukölln,Schillerpromenade,52.4753761291504,13.4247379302979,Private room,44,2,3,1,0
10798402,31323373,Julian,Neukölln,Reuterstraße,52.4893951416016,13.4311332702637,Entire home/apt,44,7,2,1,0
11688524,20471435,Katharina,Steglitz - Zehlendorf,Schloßstr.,52.4594993591309,13.3252124786377,Private room,44,2,6,1,0
26705466,28357061,Katharina,Mitte,Osloer Straße,52.5587615966797,13.3717222213745,Private room,44,1,10,1,16
10246084,44336966,Kevin,Mitte,Tiergarten Süd,52.5064544677734,13.3483667373657,Entire home/apt,44,3,0,1,0
4259752,22108415,Klaus,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5017509460449,13.4533729553223,Private room,44,1,27,1,0
18176526,35700774,Konstantin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5023498535156,13.4114122390747,Private room,44,10,2,19,364
15516740,3043678,Kristin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4915962219238,13.4169387817383,Private room,44,2,13,1,132
21795570,125552056,Kylo,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4897651672363,13.4032955169678,Entire home/apt,44,2,71,1,3
25363939,29093033,Lilian,Pankow,Weißensee,52.5560302734375,13.4583988189697,Private room,44,6,3,1,68
4026915,16909768,Luana,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5201301574707,13.4582738876343,Private room,44,1,2,1,0
20676983,7435233,Luca,Mitte,Wedding Zentrum,52.5474739074707,13.3632211685181,Private room,44,3,10,1,0
21727702,73021754,Luisa,Mitte,Brunnenstr. Nord,52.5443954467773,13.3767290115356,Entire home/apt,44,5,2,1,0
27323272,1805063,Maciej,Mitte,Brunnenstr. Süd,52.5313453674316,13.3936481475830,Private room,44,4,0,1,98
28867300,190768593,Madeleine,Tempelhof - Schöneberg,Schöneberg-Nord,52.4915122985840,13.3469514846802,Entire home/apt,44,2,2,1,9
772353,3388148,Marco,Neukölln,Rixdorf,52.4716758728027,13.4444704055786,Entire home/apt,44,1,196,3,303
20416938,6406876,Maria,Mitte,Moabit West,52.5325317382812,13.3418521881104,Entire home/apt,44,4,3,1,0
13986182,60468782,Marianne,Charlottenburg-Wilm.,Neue Kantstraße,52.4994773864746,13.3022909164429,Entire home/apt,44,90,2,1,280
6182292,10752466,Marie,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5045356750488,13.4158506393433,Private room,44,2,5,2,78
14308654,87447369,Marion,Pankow,Buchholz,52.6090545654297,13.4345750808716,Entire home/apt,44,5,42,1,256
20472479,90200686,Markus,Pankow,Prenzlauer Berg Nord,52.5447959899902,13.4273223876953,Entire home/apt,44,5,3,1,0
17993920,21758874,Marleen,Pankow,Prenzlauer Berg Nordwest,52.5448760986328,13.4130001068115,Private room,44,2,11,1,0
3675885,8040197,Marlene,Neukölln,Neuköllner Mitte/Zentrum,52.4819030761719,13.4268913269043,Entire home/apt,44,2,4,1,0
2371126,11471194,Matt,Neukölln,Reuterstraße,52.4925727844238,13.4293260574341,Private room,44,2,145,1,8
2923100,14924764,Max,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5245323181152,13.4511699676514,Entire home/apt,44,3,13,1,0
5024745,25930522,Michael,Neukölln,Schillerpromenade,52.4749832153320,13.4236373901367,Entire home/apt,44,4,3,1,0
22794409,21585618,Michael,Neukölln,Reuterstraße,52.4869194030762,13.4255218505859,Entire home/apt,44,5,3,1,0
24849967,154028156,Mikail,Pankow,Helmholtzplatz,52.5397720336914,13.4196548461914,Entire home/apt,44,3,11,1,193
1730697,2050560,Murat,Pankow,Prenzlauer Berg Nordwest,52.5444984436035,13.4124078750610,Entire home/apt,44,72,32,2,324
29730239,149705259,Mémona,Neukölln,Reuterstraße,52.4884033203125,13.4323625564575,Entire home/apt,44,4,0,1,14
29486278,222075601,Najah,Mitte,Parkviertel,52.5443229675293,13.3539609909058,Private room,44,1,0,1,86
19772763,139580852,Nana,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4895668029785,13.4134082794189,Entire home/apt,44,2,1,1,0
23758584,156674051,Nell,Pankow,Prenzlauer Berg Nordwest,52.5551261901855,13.4068746566772,Entire home/apt,44,1,2,1,0
17383785,70443866,Niklas,Pankow,Prenzlauer Berg Süd,52.5370063781738,13.4239149093628,Private room,44,2,11,1,0
18851349,18289992,Ole,Neukölln,Neuköllner Mitte/Zentrum,52.4810752868652,13.4256172180176,Entire home/apt,44,18,3,1,0
17861460,80647411,Oren,Pankow,Prenzlauer Berg Südwest,52.5368347167969,13.4167213439941,Entire home/apt,44,1,4,2,0
14386732,81291180,Pascal,Neukölln,Reuterstraße,52.4903106689453,13.4259595870972,Entire home/apt,44,3,8,1,37
938661,2331641,Patricia,Charlottenburg-Wilm.,Neue Kantstraße,52.5084190368652,13.2983789443970,Entire home/apt,44,20,6,1,0
604535,193308,Patze & Svenko,Mitte,Alexanderplatz,52.5275726318359,13.4004192352295,Private room,44,4,67,1,242
23755739,178178558,Petra,Spandau,Gatow / Kladow,52.4519004821777,13.1320867538452,Private room,44,2,29,1,243
11398226,2293972,Philipp,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5159721374512,13.4605884552002,Private room,44,1,96,30,346
11420941,2293972,Philipp,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5139007568359,13.4604444503784,Private room,44,1,137,30,347
20747433,2293972,Philipp,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5163917541504,13.4559497833252,Private room,44,1,89,30,318
20752815,2293972,Philipp,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5161132812500,13.4557867050171,Private room,44,1,76,30,349
22359401,2293972,Philipp,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5161170959473,13.4589862823486,Entire home/apt,44,1,22,30,331
12481876,67566279,Raffaela,Neukölln,Rixdorf,52.4808158874512,13.4413290023804,Private room,44,3,8,1,0
18261310,2780705,Raffaella,Mitte,Osloer Straße,52.5552978515625,13.3900794982910,Entire home/apt,44,6,5,1,6
7553386,5294561,Roman,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.5180892944336,13.3160772323608,Entire home/apt,44,21,0,1,0
3955884,20006585,Sabrina,Neukölln,Reuterstraße,52.4861259460449,13.4369344711304,Private room,44,1,0,1,0
16441885,35199064,Sammy,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5095558166504,13.4621973037720,Private room,44,2,7,1,85
23643998,144967129,Samuel,Tempelhof - Schöneberg,Schöneberg-Nord,52.5011291503906,13.3449163436890,Private room,44,1,32,3,81
9707484,18149577,Silvia,Neukölln,Reuterstraße,52.4882431030273,13.4426927566528,Private room,44,8,1,1,48
25491061,122859588,Simla,Mitte,Brunnenstr. Süd,52.5357513427734,13.3774929046631,Private room,44,3,8,1,0
15128156,17765651,Simone,Neukölln,Reuterstraße,52.4901084899902,13.4294538497925,Private room,44,4,86,1,14
18919568,396953,Simone & Stefan,Tempelhof - Schöneberg,Schöneberg-Süd,52.4853019714355,13.3736572265625,Private room,44,1,3,2,0
22649071,166622859,Sophia,Mitte,Osloer Straße,52.5587959289551,13.3778133392334,Entire home/apt,44,3,0,1,0
4813467,24790839,Stefan,Mitte,Alexanderplatz,52.5255889892578,13.4171543121338,Private room,44,2,9,1,0
18307915,24375621,Stefano,Neukölln,Schillerpromenade,52.4663543701172,13.4318475723267,Private room,44,3,10,2,79
9983262,51296699,Susanne,Lichtenberg,Neu Lichtenberg,52.5026283264160,13.4752044677734,Entire home/apt,44,2,13,1,0
4775527,24629589,Sven,Tempelhof - Schöneberg,Schöneberg-Nord,52.4955940246582,13.3401660919189,Private room,44,6,0,1,0
11732335,3438385,Sören,Mitte,Alexanderplatz,52.5098304748535,13.4175119400024,Entire home/apt,44,1,1,1,0
6429171,33552242,Theresa,Neukölln,Neuköllner Mitte/Zentrum,52.4689025878906,13.4407119750977,Entire home/apt,44,4,0,1,0
31440,135046,Thomas,Pankow,Helmholtzplatz,52.5430908203125,13.4224529266357,Private room,44,1,28,1,361
1128470,1858098,Tom,Mitte,Alexanderplatz,52.5096130371094,13.4054946899414,Private room,44,4,38,2,355
1632353,1858098,Tom,Mitte,Alexanderplatz,52.5076828002930,13.4063796997070,Private room,44,4,22,2,320
7572270,27608197,Trung,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5209045410156,13.4539041519165,Private room,44,2,7,1,0
880130,4654308,Ute,Tempelhof - Schöneberg,Schöneberg-Süd,52.4878578186035,13.3505029678345,Private room,44,4,25,2,338
9021606,3868671,Valerie,Mitte,Tiergarten Süd,52.5051651000977,13.3622207641602,Entire home/apt,44,6,3,1,0
13231663,72449225,Vanessa,Mitte,Alexanderplatz,52.5358505249023,13.3755235671997,Private room,44,6,2,1,0
6998605,36693162,Verena,Steglitz - Zehlendorf,Zehlendorf  Nord,52.4471168518066,13.2882299423218,Entire home/apt,44,60,7,1,363
14286620,79432632,Yannick,Lichtenberg,Neu Lichtenberg,52.5024948120117,13.4766244888306,Entire home/apt,44,1,37,1,0
29537127,22431783,Zara,Neukölln,Reuterstraße,52.4848365783691,13.4374189376831,Entire home/apt,44,1,2,1,6
19617101,107768245,A&H,Neukölln,Reuterstraße,52.4926261901855,13.4305582046509,Private room,45,2,28,1,17
3247639,16427188,Aggi,Mitte,Regierungsviertel,52.5095977783203,13.3938465118408,Private room,45,5,96,1,0
4380854,22746819,Agnes,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5070419311523,13.3997755050659,Private room,45,2,150,1,0
16595508,109465041,Agnes,Charlottenburg-Wilm.,Halensee,52.4973144531250,13.3042335510254,Entire home/apt,45,5,2,1,0
19763433,14574668,Agneta,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5158996582031,13.4393463134766,Private room,45,2,14,1,165
29029427,158469533,Ahmad,Mitte,Moabit Ost,52.5277252197266,13.3512868881226,Private room,45,2,10,1,8
20274410,13724290,Akim,Treptow - Köpenick,Plänterwald,52.4742698669434,13.4819440841675,Private room,45,2,4,2,0
23764131,117835572,Akwasi,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5008201599121,13.4088277816772,Entire home/apt,45,1,0,2,0
13462064,76948901,Alba,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5120620727539,13.4321928024292,Private room,45,1,4,1,0
18871059,6831071,Albert,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4913749694824,13.3959846496582,Private room,45,3,1,1,0
23091571,95886146,Alcyone,Mitte,Brunnenstr. Süd,52.5303459167480,13.3885068893433,Entire home/apt,45,1,70,4,106
29829280,186955090,Aleitha,Mitte,Brunnenstr. Süd,52.5367889404297,13.3973493576050,Private room,45,2,0,3,14
9438521,48919884,Aleksandra,Neukölln,Neuköllner Mitte/Zentrum,52.4685897827148,13.4357814788818,Entire home/apt,45,1,0,1,0
784782,4137814,Alex,Mitte,Tiergarten Süd,52.5075454711914,13.3450727462769,Private room,45,2,188,1,14
1460349,7802614,Alex,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4933815002441,13.3946599960327,Entire home/apt,45,3,3,1,172
4138861,20998252,Alex,Tempelhof - Schöneberg,Schöneberg-Nord,52.5009231567383,13.3426427841187,Entire home/apt,45,4,80,3,65
9510847,246313,Alex,Neukölln,Neuköllner Mitte/Zentrum,52.4806823730469,13.4289560317993,Private room,45,2,6,1,121
26948475,141138340,Alex,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.4998397827148,13.4115734100342,Private room,45,1,2,1,98
29112137,141195043,Alex,Charlottenburg-Wilm.,Mierendorffplatz,52.5223121643066,13.2995452880859,Entire home/apt,45,3,1,1,0
248375,1301421,Alexander,Charlottenburg-Wilm.,Kantstraße,52.5082283020020,13.3118381500244,Private room,45,14,12,3,0
486192,2406372,Alexandra,Mitte,Alexanderplatz,52.5287399291992,13.4068975448608,Private room,45,3,41,1,304
7735662,40657365,Alexandra,Neukölln,Schillerpromenade,52.4750061035156,13.4198989868164,Entire home/apt,45,1,0,1,0
10406196,53520798,Alexandra,Mitte,Moabit West,52.5273284912109,13.3377857208252,Entire home/apt,45,1,4,1,10
7623861,39925692,Alexandra &,Pankow,Prenzlauer Berg Nord,52.5493431091309,13.4158344268799,Private room,45,70,4,1,252
14729890,9425362,Alexis,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4898338317871,13.4215135574341,Private room,45,5,4,1,167
12951441,71156569,Alfredo,Reinickendorf,Ost 2,52.5645828247070,13.3397321701050,Entire home/apt,45,2,1,1,0
21834668,78771411,Ali,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5191421508789,13.4694709777832,Private room,45,2,5,1,279
27179382,7595030,Alice,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4897155761719,13.3761072158813,Private room,45,10,1,1,0
23285548,92863073,Alina,Tempelhof - Schöneberg,Tempelhof,52.4696083068848,13.3866100311279,Private room,45,3,0,1,0
